,RsquaredTest,name
85,0.8926130116048545,nxt
86,0.9580641219109325,enigma-project
87,0.9114192232093207,emercoin
88,0.9727714108807016,maidsafecoin
89,-0.6590585192672513,tenx
90,0.9584502276620331,power-ledger
91,0.9513092108925422,byteball
92,0.9067887393173338,dentacoin
93,0.6432273784079601,bancor
94,0.9081061640764404,dent
95,0.9569536860676349,nuls
96,0.8798472478453392,particl
97,0.6760229714150288,metal
98,0.9165686031908628,cindicator
99,0.9439435058988379,iconomi
100,0.9308947554197344,polymath-network
101,0.8320560977717633,storj
102,0.9822716723928101,enjin-coin
103,0.46365701544116034,minexcoin
104,0.9766197899856782,nexus
105,0.984124007560351,blocknet
106,0.7464151756376314,genesis-vision
107,0.8731315610009818,dynamic-trading-rights
108,0.9547438191557828,vertcoin
109,0.9689042685054317,pillar
110,0.7229541707215303,genaro-network
111,0.8712474035171375,decentraland
112,0.9759363111168089,bitcoindark
113,0.4995583650652227,smartcash
114,0.8181331057701325,aragon
115,0.6116910932439533,achain
116,-4.8223284449289485,cube
117,-18.15440308416187,bitcore
118,-0.3597347541162644,credits
119,0.19533057327301762,poa-network
120,0.9219424636716115,civic
121,0.7546635534967714,time-new-bank
122,0.5108997599378237,gnosis-gno
123,0.9665233774189413,quantstamp
124,0.7756731795446608,rlc
125,0.9847067593633243,gamecredits
126,-4.8435896821420386,theta-token
127,0.9892903409472954,singularitynet
128,0.7067470654142074,raiden-network-token
129,0.7015266596057386,monaco
130,0.9573516236538211,santiment
131,0.9593721822090013,skycoin
132,0.9203852580076982,sirin-labs-token
133,0.9019651935440935,poet
134,0.6476491555566417,xpa
135,-0.865078724504112,wax
136,0.609220240746805,ignis
137,0.9765829648450193,nav-coin
138,0.9914373351696281,ubiq
139,0.9358394709923993,dew
140,0.9197308412851023,oyster
141,0.8174900704150093,high-performance-blockchain
142,0.9899923818575916,arcblock
143,0.9525065262078504,boscoin
144,0.6830774865687729,fusion
145,0.9588424453936892,pura
146,-0.13733913591067726,gifto
147,0.8401625549847334,paypie
148,-0.09764798280295794,edgeless
149,0.9599620477789653,sophiatx
150,0.9642977265019099,crypterium
151,0.8425706305938472,bibox-token
152,0.9917234415065347,digitalnote
153,0.9823230792011235,xtrabytes
154,0.9258460601729165,ethlend
155,0.42121412381165746,envion
156,0.13429347094366673,pundi-x-old
157,0.7139984763496341,blockv
158,0.6194425991228905,bluzelle
159,0.9682877397084054,cybermiles
160,-0.35292705489038156,asch
161,0.8369963424057573,telcoin
162,0.7743257800454202,medibloc
163,0.7536471548016667,medishares
164,0.9600867126612127,salus
165,0.7187144548844719,adx-net
166,0.8853952093142939,zencash
167,0.9848611794164086,bitbay
168,0.890645169761588,experience-points
169,0.9521443160303635,thekey
170,0.8319204540897085,ost
171,0.9376340386828861,c20
172,0.9361564315530151,ripio-credit-network
173,0.3248707374127239,scryinfo
174,0.9144096732211257,ion
175,0.9484098535972788,bridgecoin
176,0.7223587293328863,iot-chain
177,0.6869597247736818,district0x
178,0.15257387818328416,origintrail
179,0.5755653503455709,sonm
180,0.956304916315266,peercoin
181,0.9493211674690698,eidoo
182,0.9623577013836231,red-pulse
183,0.8575964251402101,loom-network
184,0.940109979499247,airswap
185,0.8495077232859815,modum
186,0.8289791130385443,feathercoin
187,0.8208207075677458,amber
188,0.07936064578898117,jibrel-network
189,0.6426479126005216,vibe
190,0.913587255657474,qlink
191,0.8962575245106777,quantum-resistant-ledger
192,0.6301268016754771,streamr-datacoin
193,0.35433143034816894,smartmesh
194,0.852767348295425,utrust
195,0.8722780994261874,einsteinium
196,0.9791040867586442,appcoins
197,0.6954299438001805,singulardtv
198,0.9341499322943885,data
199,0.9626431798769753,synereo
200,0.9455286814874891,wings
201,0.9679328994923162,etherparty
202,0.9506598833569829,spankchain
203,0.9757319697756183,gulden
204,0.8851960475304247,bread
205,-0.7849687340280391,taas
206,0.7420981185991059,naga
207,-1.140880496194451,melon
208,0.7930425930130893,trinity-network-credit
209,0.8371365724243087,wabi
210,0.8179607781978655,deepbrain-chain
211,0.3690897424514932,mobilego
212,0.5166481631065596,wepower
213,0.4113885785205097,tierion
214,-4.527953951711883,centra
215,-2.3962354084748543,rock
216,-3.959164545874345,soarcoin
217,0.9471582076390634,bottos
218,0.9812384154654069,viacoin
219,0.6252912787696032,library-credit
220,0.9413154342548791,indahash
221,0.9925529534192475,universa
222,0.903225562915893,spacechain
223,0.5510174850260201,ormeus-coin
224,0.956835499117809,counterparty
225,0.22962423097254148,metaverse
226,0.8916494689435418,ins-ecosystem
227,0.4343180263454378,blockmason
228,0.7898543443989425,delphy
229,0.9775434829550054,burst
230,-3.611590477625482,havven
231,0.9238592559183735,ink
232,0.9745620531979419,wagerr
233,0.7721996103137034,html-coin
234,0.8879725227000155,unobtanium
235,-26.5063466881495,iht-real-estate-protocol
236,0.9763559698924963,cloakcoin
237,0.9674749780625959,aeon
238,0.810852441125475,game
239,0.808849474165013,blox
240,0.826147550163731,triggers
241,0.7058717100878217,presearch
242,-0.24145819740263022,kickico
243,0.8582928603627048,elastic
244,0.0,uptoken
245,0.09682313729309588,bitcny
246,0.9395923627112052,groestlcoin
247,0.7563281269593041,blakestar
248,0.8524746974177725,viberate
249,0.9894682436373531,mobius
250,0.6945388355091419,humaniq
251,0.1663514862969161,namecoin
252,0.9828028826601223,crown
253,-0.7028395736066466,tokencard
254,-70.65167664696456,ravencoin
255,0.9550252354448643,hive-project
256,0.9806392090505555,unikoin-gold
257,0.7463924468155194,leocoin
258,0.8906943789212545,lunyr
259,0.39360877131138433,cpchain
260,0.9536295531258521,monetha
261,0.9603368385760236,decision-token
262,0.8863785752029683,odyssey
263,-0.43795185895619326,pluscoin
264,0.9891472635911115,shift
265,0.8811341388248478,ucash
266,0.839002381768395,eccoin
267,0.928667464524975,everex
268,0.9900176382113894,bean-cash
269,-0.10901956400677683,refereum
270,0.9422519663180853,mooncoin
271,0.9748833562094652,potcoin
272,0.9789580152189986,pepe-cash
273,0.9139361217333298,suncontract
274,0.952265519690081,deeponion
275,0.12038578390547548,cofound-it
276,0.10544394981713934,zeepin
277,-0.10403517530546247,decent
278,0.9449239390001807,yoyow
279,0.7608191716395942,adtoken
280,0.42529492146427483,spectre-dividend
281,0.7388226169282095,dimecoin
282,0.9403356923395879,datum
283,0.9417433985781063,republic-protocol
284,0.9237718828534751,nimiq
285,0.9862041344652629,whitecoin
286,0.9614126324688093,steem-dollars
287,0.9406634365427287,safe-exchange-coin
288,0.946143015118739,linkeye
289,0.9651420054449829,iocoin
290,0.9129764019899889,lykke
291,0.4193020670825889,bankex
292,0.9787674326149982,fortuna
293,0.8601181843500745,blockport
294,0.9482768692053619,medical-chain
295,-32.45952222471759,ethereum-movie-venture
296,-1.6092931509740325,attention-token-of-media
297,0.9440695540698801,internet-node-token
298,0.5980101060466247,uquid-coin
299,0.9605174118445344,flash
300,-6.461823725403032,electrifyasia
301,0.9848206458569074,sibcoin
302,-7.469111624520268,dai
303,0.9709154872306291,blackcoin
304,0.7712914576411423,nolimitcoin
305,-4.7067104643383315,leadcoin
306,0.9187610192248022,revolutionvr
307,0.898258792768225,grid
308,0.8782793650237947,mercury
309,0.9823109519080477,stk
310,-0.28544775237376263,e-dinar-coin
311,0.6688567269134672,trust
312,0.9099389069989774,zap
313,0.5347932980078962,mothership
314,0.6757817372521674,peerplays-ppy
315,0.948784779372584,selfkey
316,0.9553779410849246,diamond
317,-5.170612840722099,numeraire
318,0.9443419854509814,primecoin
319,-0.48860754677235924,moeda-loyalty-points
320,0.9028876053606868,pascal-coin
321,0.8633231479463723,bloomtoken
322,0.9480432779200264,agrello-delta
323,-13.617166314646811,storiqa
324,0.9856279440651644,gridcoin
325,0.9539976095601144,cappasity
326,0.9800976953271552,vericoin
327,0.8280264946995657,swissborg
328,-0.40925687787153775,yee
329,0.8834384967707427,alphacat
330,0.8626777900330604,zeusshield
331,0.9466900951653652,linda
332,0.921892906130302,aeron
333,-0.7705697172162445,icos
334,-0.9765281323698327,credo
335,0.6783048229890639,encrypgen
336,0.13023154630237888,datawallet
337,0.8395756749419343,swftcoin
338,0.9113561222918501,trade-token
339,0.9567575821127001,carvertical
340,0.8705770551924706,coss
341,0.8643987430431028,latoken
342,0.9375705359089416,zclassic
343,0.9945769493435477,monetaryunit
344,0.7443450678534782,qunqun
345,0.0,banyan-network
346,0.9241782475443335,all-sports
347,0.7705352019510184,dadi
348,0.9859954850844272,solarcoin
349,0.9503078757839907,omni
350,-0.7213892092187462,guppy
351,0.9479112929603458,bitshares-music
352,0.9603314704833489,shield-xsh
353,-47.59394685651007,prizm
354,0.9293471663072937,propy
355,0.8564307499416804,firstblood
356,-2.564350172087343,oax
357,0.7458107388062624,energo
358,0.1879795856451274,bitusd
359,-1.8566750435233246,bitdegree
360,0.9691234842539488,radium
361,0.7623873312281477,blackmoon
362,0.9778831480751295,expanse
363,-0.24447163984894082,lympo
364,0.9301813699072471,canyacoin
365,0.9331892184815237,bitclave
366,0.9615415570310281,hi-mutual-society
367,0.9121031249534296,qbao
368,0.9884837004216631,hempcoin
369,0.768599482173183,paragon
370,0.4941759670611693,swarm-fund
371,0.9571249567639479,colossuscoinxt
372,0.602675065159328,rivetz
373,0.9295514167807837,firstcoin
374,0.9585115725293836,bodhi
375,0.9396917163641383,true-chain
376,0.699350316634539,xaurum
377,0.9613096186789373,rise
378,0.8995148894744959,ixledger
379,0.90340098700812,exchange-union
380,0.9629180398500357,zoin
381,0.9332993173699191,blocktix
382,-0.7844349281939378,lamden
383,0.701020942725762,oraclechain
384,0.9207366621271891,electra
385,0.9617228148890705,florincoin
386,0.4827446526063873,alis
387,0.8999577893876436,tao
388,0.9655055524256797,bitconnect
389,0.9124958479172305,aichain
390,0.32661676853279054,covesting
391,-0.39764131582673373,waves-community-token
392,0.4065719726989736,databits
393,0.9337734529977587,incent
394,-0.25531735160975444,dubaicoin-dbix
395,-0.5062185668293016,rialto
396,0.8389864076861028,phore
397,0.6379933691030403,domraider
398,0.9156476508136572,insurepal
399,0.984291038737717,energycoin
400,0.6518257502170468,prochain
401,0.9770386850736626,olympus-labs
402,0.9778843098294765,faircoin
403,0.8910085424757014,universal-currency
404,0.8721120897844361,everus
405,0.8525333551918375,newyorkcoin
406,0.8789901629092765,lomocoin
407,0.9617807209388048,clams
408,0.46288379472710683,neumark
409,0.9819181157600954,bitsend
410,-0.4477979461580748,target-coin
411,0.9039736797030591,decent-bet
412,0.6147719853426781,restart-energy-mwat
413,0.9267597090604808,spectrecoin
414,-0.29548209533714115,atn
415,0.924652586089319,divi
416,0.9663389967112856,bismuth
417,-2.2018081198038217,guaranteed-ethurance-token-extra
418,0.9053400818162058,rubycoin
419,0.9090378317463939,alqo
420,0.4234570376290032,coinfi
421,-258.74438700300277,swarm-city
422,0.7847194944475735,hellogold
423,0.5080451714806036,cashaa
424,0.8946184732164797,dimcoin
425,0.9106428613707951,toacoin
426,-5.247667973980068,te-food
427,0.6305935192320369,auroracoin
428,0.9356675559646525,mintcoin
429,0.12337575418800308,oxycoin
430,-316982.21042522683,coinpoker
431,0.9620219554643252,transfercoin
432,0.12129790786494343,lockchain
433,0.9590829770626592,posw-coin
434,0.8877340399094934,hubii-network
435,0.6056986044684433,atbcoin
436,0.8340440578356209,snovio
437,0.9690674762567694,profile-utility-token
438,0.8685881143574186,airtoken
439,0.8522527517284236,stox
440,0.9824490885438864,myriad
441,-8.02919247550393,hacken
442,0.6001835806104486,quantum
443,0.7295638048501194,fidentiax
444,0.7090075092723274,bitdice
445,-4.024773744359204,chronobank
446,0.9236278614010457,okcash
447,-1.9033135559244205,musicoin
448,-0.4635722708120149,b2bx
449,0.35805868696336796,patientory
450,0.9090950055181821,boolberry
451,-0.502773879349919,aurora-dao
452,0.9907868592044762,neoscoin
453,0.8771110358533997,investfeed
454,0.8601892050437232,measurable-data-token
455,0.3800446527108001,nvo
456,0.9648410705118372,gobyte
457,0.8764050251458158,earthcoin
458,0.754289156293336,karma
459,0.678666762495679,eroscoin
460,0.8149194616226655,the-champcoin
461,0.7298072335013718,asiacoin
462,0.8372171415233838,mybit-token
463,0.7195678704540991,debitum-network
464,0.9269528395187652,tokenclub
465,0.9015764217952917,sportyco
466,0.830729611638486,nexium
467,0.4683639775361872,primas
468,-1.3048353871259843,echolink
469,0.2866799562435052,oneroot-network
470,0.9826288108354957,gambit
471,0.35615196080451106,polybius
472,-8.560088660158982,eztoken
473,0.9506228810200804,worldcore
474,-1.6503573732130323,hackspace-capital
475,0.9654913127802378,foldingcoin
476,0.5370354098078511,solaris
477,-22.387178310658644,e-coin
478,-1.0045416361068198,golos
479,-0.5945793385292062,tiesdb
480,0.9478963702020121,coinmeet
481,0.9183501524020529,luxcoin
482,0.8914676841774856,mysterium
483,-0.2317575806728298,dynamic
484,0.9199740413124109,pandacoin-pnd
485,-1.6614665556109016,bitqy
486,-5.392584327888386,true-usd
487,0.981129470034901,dopecoin
488,0.5312647829714177,axpire
489,0.7461556539199143,novacoin
490,0.9586628642433305,sphere
491,0.2875937906228513,ink-protocol
492,-1.4767186324321377,sureremit
493,0.8756132157837407,sequence
494,0.18611530023187328,aventus
495,0.7511672811363371,campuscoin
496,0.6441233577532396,clearpoll
497,-100.45403777201774,starbase
498,0.6410829195217609,open-trading-network
499,0.9639475918615956,syndicate
500,0.9731251592120623,stealthcoin
501,0.8412557730322751,heat-ledger
502,-0.7415859186380545,tokes
503,0.9298374402471472,bounty0x
504,0.8157933359721432,matryx
505,-3.374884831070867,interplanetary-broadcast-coin
506,-1.3938558010353836,remme
507,0.9784106831412807,pinkcoin
508,-0.012920294758096862,hydro-protocol
509,0.886004316369738,get-protocol
510,0.07937189735385497,pluton
511,-0.5210646057480903,chips
512,-0.6305467070184287,etheroll
513,0.9928686615026663,circuits-of-value
514,0.9323419261268244,bitcrystals
515,0.4832260824562792,atmos
516,0.892505808603173,pirl
517,0.9773627899644262,curecoin
518,-0.5034046926566824,ethorse
519,-0.1807083162481795,internet-of-people
520,0.4871424127274331,change
521,0.9550857243620529,1337coin
522,0.9233059712938952,elixir
523,0.8806183674088803,cargox
524,0.9432394461519065,ethereum-blue
525,0.6549948839741926,life
526,0.11686892716100972,rebl
527,0.8645054059606623,trueflip
528,0.943543281453719,biocoin
529,0.9654214240341213,aidcoin
530,-2.0049982124693466,sether
531,0.5361295992700931,spectre-utility
532,0.9367592576121979,geocoin
533,0.7954633056683056,cvcoin
534,-0.04339080027196052,babb
535,0.9590208732260629,obits
536,0.9698657044149079,bitmark
537,0.6459033513994358,ebtcnew
538,0.9294895979156436,bulwark
539,0.7292785257215751,insights-network
540,0.7648624607671993,denarius-dnr
541,0.9517011545384317,dotcoin
542,0.9024902600830109,espers
543,0.7863322540461144,block-array
544,0.09725805180037173,nubits
545,-1.4904800050962215,dao-casino
546,0.871634974970938,global-currency-reserve
547,0.5203329103502188,dcorp
548,-0.14301150643106264,greencoin
549,0.9468469896997024,vcash
550,0.9733972404922564,artbyte
551,0.8396885711153729,voisecom
552,0.8393865775287644,mercury-protocol
553,0.9628959500254778,flixxo
554,0.8141489869104948,hyperstake
555,0.9409008285660373,qwark
556,0.9677323204671175,uniform-fiscal-object
557,-7.737140232435872,bezop
558,0.9051254441476235,neutron
559,0.9323066782699426,korecoin
560,0.9783628198115655,breakout-stake
561,0.9035530017811598,devery
562,0.8528656585375604,russiacoin
563,0.7956914039430264,zilla
564,-2.97391314426938,farad
565,0.946664412455766,pesetacoin
566,0.9794035145345348,synergy
567,0.8915418121928956,bunnycoin
568,0.9694528443392578,pareto-network
569,0.9760653958039066,playkey
570,0.5860109786540637,astro
571,0.7997195286457612,fedoracoin
572,0.9841841711151584,exclusivecoin
573,0.8689728006508806,polis
574,0.9754371248576486,memetic
575,0.7086901875975606,experty
576,0.5616953256868624,adbank
577,0.9644451747703753,bitcoin-plus
578,0.8355941288349406,gatcoin
579,0.9282395283066874,payfair
580,-0.09533350684863962,vezt
581,0.9146178397607877,blockcat
582,0.9405494823206454,publica
583,-385.80262099446577,zrcoin
584,0.4831787070006546,autonio
585,0.7340076996180918,internxt
586,0.09794620706787005,terracoin
587,0.6274785631757829,tokenbox
588,0.856998795117736,graft
589,0.9713781174498716,hush
590,0.8708484372756842,education-ecosystem
591,0.42739991249713183,viuly
592,0.0,1world
593,0.45442499945262604,tracto
594,0.8713627453101488,gcn-coin
595,0.6565003994611168,zeitcoin
596,-0.5383763756140483,primalbase
597,0.3235773961243301,masternodecoin
598,-4.938049217110097,goldmint
599,0.7784108087273816,hollywoodcoin
600,0.9105580769115748,veriumreserve
601,0.2245827513046812,nework
602,0.8749796501039026,bitcoinz
603,0.7379479450825279,smartlands
604,0.8208306101665808,goldcoin
605,0.7879076116473678,vslice
606,0.9458807551736398,riecoin
607,0.39503543073749503,regalcoin
608,0.9364610683562544,dnotes
609,0.9743012363183566,vtorrent
610,0.9157551953918717,adshares
611,0.9889134933337775,europecoin
612,-0.49012580926623417,herocoin
613,0.17554978427651224,starta
614,0.8800878736056178,luckchain
615,0.6396015741936057,blockpool
616,0.9412923497034921,sumokoin
617,0.7843865414282564,dether
618,0.7261805243960637,mcap
619,0.9405236675025488,travelflex
620,0.9522878989889733,belacoin
621,0.6180516312063807,aigang
622,0.6550596446639418,lampix
623,0.9591041293015877,monacocoin
624,-5.287642579532188,leverj
625,0.7663441154605002,sprouts
626,0.8110506237133543,locicoin
627,0.8785430707872195,bonpay
628,-1657.1493729235685,jet8
629,0.7420173979265852,upfiring
630,0.5884875977691693,trezarcoin
631,0.8212970633016061,bitcloud
632,0.6541110884268542,cryptopay
633,0.3297001614053918,flik
634,0.9211360573405883,iungo
635,0.49871162262856844,real-estate-tokens
636,0.9844566931267149,2give
637,0.9112960173360637,karbo
638,0.9811360824713679,cannabiscoin
639,0.7803913129549154,quark
640,0.7520309071778803,obsidian
641,0.8761456817442251,monkey-project
642,0.9042840394035047,breakout
643,-0.9317674803127596,sharpe-platform-token
644,0.8756282389493979,hawala-today
645,-18.57333901555363,copytrack
646,0.0,latiumx
647,0.4097018842477451,exrnchain
648,-1.593586468664683,cryptoping
649,0.5541681781548706,sharex
650,0.9288043081927152,mywish
651,0.5704741220852011,crave
652,0.7234124825981734,altcoin-alt
653,0.9246918148830002,huntercoin
654,-4.171282092658264,jiyo
655,0.9343835942568077,audiocoin
656,0.894378007487165,innova
657,0.7447960334785328,coinlancer
658,0.8749439419156956,magnet
659,0.9395996522915816,vsync-vsx
660,-1.2924570280736165,buzzcoin
661,0.7995641621035144,verify
662,0.8621804470321716,sharechain
663,0.5673359577479712,privatix
664,0.823495925678349,creditbit
665,0.10005188281822586,zero
666,0.8852711254340989,noblecoin
667,-0.8865640729323794,chaincoin
668,-0.39521131162874035,xgox
669,0.9722541353055507,bluecoin
670,0.48000054399386866,jesus-coin
671,0.1774549476342031,giga-watt-token
672,0.8444301848837857,carboncoin
673,0.6975824496113145,putincoin
674,0.9550515308591653,evergreencoin
675,-0.6389249955386087,atlant
676,0.948480787588966,blitzcash
677,0.8924469119833691,spreadcoin
678,0.8095517033909194,teslacoin
679,0.9909169176186723,e-gulden
680,0.4253825949188491,eboostcoin
681,-0.6987134010258902,yocoin
682,0.966921314007455,bitswift
683,0.9192670771371824,linx
684,0.704848944209689,creativecoin
685,0.9839696018658334,trustplus
686,-0.8105224869030194,rupaya
687,-0.9535675487815255,equitrader
688,0.9773437858328998,micromoney
689,0.6444218911663648,kzcash
690,0.8788433162108837,indorse-token
691,-5.776653991081979,incakoin
692,0.8718280390125337,sagacoin
693,0.988887845661799,magi
694,0.8527739834185382,digipulse
695,0.6705442069440419,condensate
696,0.6137267581433428,rupee
697,0.9807904417851759,qvolta
698,0.8021403725249471,social-send
699,0.8210553541745931,bitboost
700,0.953695736991364,bitzeny
701,0.7467597855006287,wild-crypto
702,0.5666350226825169,lendconnect
703,-1.9225805032915768,tidex-token
704,0.7184801566524595,ellaism
705,0.2365932009991024,flypme
706,0.5692763043532638,ongsocial
707,-1.94814569077189,footy-cash
708,0.6835908374349942,real
709,0.34508177672516305,procurrency
710,0.937864621115064,speed-mining-service
711,0.885007158357205,intensecoin
712,-2439.6677336567363,global-cryptocurrency
713,-0.43789889042956487,bitwhite
714,0.6474037883982102,mazacoin
715,-0.6781323258153639,skincoin
716,0.7135960144311754,sense
717,0.6925546376529914,eltcoin
718,0.9323990943961329,unbreakablecoin
719,0.8535692911700861,interstellar-holdings
720,0.8511974129337541,pure
721,0.9626048525338122,digitalprice
722,0.7980515834965975,ignition
723,0.7951355092232264,pylon-network
724,0.4765560858209711,adzcoin
725,0.1929030409232504,straks
726,0.8577962871433807,growers-international
727,0.7446378453770746,miners-reward-token
728,0.4735869002517532,student-coin
729,0.9543787637957195,unitus
730,0.827932113860959,litedoge
731,0.4101131312708751,arcticcoin
732,0.9203182122864061,ganjacoin
733,-1.1899431637781106,draftcoin
734,-0.3296180007333642,embers
735,0.9187983400737395,vivo
736,0.9734688471185925,crowdcoin
737,0.6349113746456505,photon
738,0.3244618792007655,accelerator-network
739,-1.1038991276499575,inflationcoin
740,0.6393658084928525,shekel
741,-32.79505815697192,biblepay
742,0.5553733132628671,argentum
743,0.9807007499496652,woodcoin
744,0.9145919756997865,unify
745,0.728748986456166,ace
746,-3.6115052400291416,insanecoin-insn
747,0.9436523480691056,platinumbar
748,-0.8129028532826144,drp-utility
749,-8.399202654603595,renos
750,0.7920762294328874,nushares
751,-0.5044957041865619,wandx
752,0.8777123104124156,moin
753,0.7684689765686289,fluttercoin
754,0.9763182474439582,canada-ecoin
755,0.9067589698911132,skeincoin
756,0.9735959559732149,kolion
757,-0.3567080447967448,soma
758,0.7496993316968499,dinastycoin
759,-0.3756865817336874,capricoin
760,0.8503900455149573,hexx
761,-4.837984775941139,britcoin
762,0.8396840965142998,cream
763,-0.7599846308083944,bitdeal
764,0.9827339562814684,bytecent
765,0.6130655419425501,zetacoin
766,0.8029516478028476,petrodollar
767,-4.772310372274792,zennies
768,0.9536401164687387,fujicoin
769,-2.64932818908568,cryptocarbon
770,-0.5306601184947632,tigereum
771,-26.71113350168252,happycoin
772,-0.9062667369185027,centurion
773,0.8479233217314912,authorship
774,0.8975672713512673,popularcoin
775,0.9717801897310345,kubera-coin
776,0.7409402678787369,arbitragect
777,0.8484258011968531,netcoin
778,-0.009085080965473002,equal
779,0.8157838499932322,startcoin
780,0.09694107723243583,legends-room
781,-1.5114700766938678,monster-byte
782,0.8310609772342765,ethereumcash
783,0.7619063063372833,elementrem
784,-0.23480292174232997,ethersportz
785,0.8480348872137927,colossuscoin-v2
786,0.9244361747597255,bata
787,0.7100014393635784,deutsche-emark
788,0.47158354556275217,dfscoin
789,-0.3102847825160575,bitradio
790,-0.6420595371953561,bittokens
791,0.6958492091992465,leviarcoin
792,-7.999905878212179,intelligent-trading-tech
793,0.9342107014790211,billionaire-token
794,0.46041745367681897,suretly
795,0.9784799990004293,parkbyte
796,0.7158977496705798,digitalcoin
797,0.9511987105645604,lanacoin
798,0.41217178529192694,phoenixcoin
799,0.880018773434693,op-coin
800,0.600036502545606,whalecoin
801,0.8674839251372286,machinecoin
802,0.2720771763773209,elcoin-el
803,0.1606713831937573,mojocoin
804,-0.8763483656447195,peepcoin
805,0.6411181390197215,bitair
806,0.9426371830721292,bitcoin-scrypt
807,-2.011644492028335,iticoin
808,0.4816656770882467,jetcoin
809,-30.7789682507916,netko
810,0.8318866280667574,cryptonite
811,-0.2870425836473096,bit20
812,0.870358707165754,goldblocks
813,0.661691870698255,ultracoin
814,0.7754329521893728,qbic
815,0.692425305816843,cryptojacks
816,0.20441795945644722,minereum
817,0.931473916102103,droxne
818,0.9838238328315551,galactrum
819,0.8093648731529763,cartaxi-token
820,0.7757972260413706,copico
821,-4.04750461866481,rimbit
822,-0.7141019289799684,iethereum
823,0.15877206193750448,bitsilver
824,-33.33210639281304,erc20
825,0.9907988237961088,bitbtc
826,0.4567001080188019,quebecoin
827,0.3651060368637383,aerium
828,-0.7882952723208272,ethereum-gold
829,-1.0094442873637584,daxxcoin
830,0.1846601501544225,independent-money-system
831,0.902685732345152,postcoin
832,-2.9371691023277515,garlicoin
833,0.6058827329085483,tokyo
834,0.78377719006695,tekcoin
835,0.37988692785972533,digital-developers-fund
836,0.8800132375169438,phantomx
837,-0.33226207659156715,glasscoin
838,0.30476697356224014,litecoin-plus
839,0.7611060041983678,onix
840,-3.9804840482756765,vaperscoin
841,0.9333185839447796,blakecoin
842,0.9391872831167891,pakcoin
843,0.8578580048866068,adcoin
844,0.20776473233511372,808coin
845,0.17608536616802917,trackr
846,0.9373692353865426,steneum-coin
847,0.7651003533077186,sugar-exchange
848,0.17524741238747943,hicoin
849,0.8950487009173127,bitcoinfast
850,-0.4387937459070237,nevacoin
851,0.9343477156130688,bolivarcoin
852,0.7499184345569165,zcash-gold
853,0.8808305479965347,marscoin
854,0.2817100779118865,virtualcoin
855,-0.05107477713285946,funcoin
856,0.9171525597803724,aquariuscoin
857,-2.1592490127100374,dix-asset
858,0.44292477799943913,gapcoin
859,0.6111596853787471,ccore
860,0.601028304232962,ethereum-dark
